FID,MSOA21CD,MSOA21NM,MEDIAN_AI,MIN_AI,MAX_AI,MEAN_PTAL_,Shape_Leng,mean_AI,Shape__Area,Shape__Length
328,E02000350,Hackney 006,17.6708026261,5.94154566302,21.4890093971,4,5774.45259968,16.3311774916,566463.976387024,5774.45259967573
329,E02000351,Hackney 007,28.7309213503,4.99566664743,53.1368717186,6a,3648.5597295,26.903696726,522523.299095154,3648.55972950346
330,E02000352,Hackney 008,7.92823296009,2.60740874863,17.4911201473,2,6806.37028483,8.01945868198,762689.610603333,6806.3702848289
331,E02000353,Hackney 009,18.434091901,6.12662132228,26.1825436716,4,5957.58050963,17.8695802223,558758.89339447,5957.58050962828
332,E02000354,Hackney 010,17.3386500535,6.06541467554,25.889467061,4,4695.44691256,16.6673625292,793276.008781433,4695.44691256335
333,E02000355,Hackney 011,15.8654376182,4.41936592019,23.9911105997,4,3929.56618312,15.2749829838,656089.955001831,3929.56618312268
334,E02000356,Hackney 012,10.4508055899,3.942267042,18.674418942,3,4119.51437896,11.0441019454,403086.419769287,4119.51437896218
335,E02000357,Hackney 013,3.46744407246,0,13.3571535903,1b,6416.10202449,3.55437856652,1522617.75912476,6416.10202449385
336,E02000358,Hackney 014,16.8297132432,8.42625300561,26.7772613741,4,6897.67031669,17.2151498979,616055.735481262,6897.67031669174
337,E02000359,Hackney 015,12.7399260888,3.83239856018,22.6773663563,3,3954.9091324,11.8571390388,436750.13192749,3954.90913240231
338,E02000360,Hackney 016,21.8461001568,8.37364372592,34.2528728799,5,5514.81569334,20.2162748753,546509.673599243,5514.81569334321
339,E02000361,Hackney 017,27.6790805287,18.1487070066,38.039867846,6a,6744.55880557,27.53963121,594389.213020325,6744.55880556569
340,E02000362,Hackney 018,10.9649670062,2.8594337713,20.9152796395,3,5571.83205138,10.6210494656,1295375.80418396,5571.83205138088
341,E02000363,Hackney 019,20.9634764689,10.6142008399,28.8661203048,5,6859.81861429,20.8846022494,596364.162536621,6859.81861429462
342,E02000364,Hackney 020,18.8721961434,6.22526583346,30.3060209671,4,7754.40518731,18.6165041214,664587.068161011,7754.40518730727
343,E02000366,Hackney 022,9.56437960418,5.45959168096,21.4630678737,3,4913.69984607,10.3599369176,643211.501312256,4913.6998460677
344,E02000367,Hackney 023,17.6831516535,7.06527766098,31.6852194811,4,5078.78571043,18.3944578305,739109.18825531,5078.7857104265
345,E02000368,Hackney 024,12.9451350733,2.72733902919,20.9259135251,3,5799.31154477,12.8073870486,634844.545005798,5799.31154477019
346,E02000369,Hackney 025,13.8005634637,5.63095694704,19.6309363623,3,6582.67870928,13.707147878,650398.362838745,6582.67870927702
347,E02000370,Hackney 026,14.5942653877,3.72524405157,30.0412932565,3,4360.98945449,14.6809917697,488408.753929138,4360.98945449019
348,E02000372,Hammersmith and Fulham 001,9.05921846667,0,39.7637609799,3,9032.15587092,10.6310737664,3440310.27312469,9032.15587091856
349,E02000373,Hammersmith and Fulham 002,15.4340719917,3.41595424661,22.8576294924,3,3466.50788915,13.4709939463,408159.062713623,3466.5078891528
350,E02000374,Hammersmith and Fulham 003,14.5066266539,7.35673190711,23.2649406899,3,4520.17621269,14.6684395166,496063.581825256,4520.17621269137
351,E02000375,Hammersmith and Fulham 004,35.1569826544,8.36796194616,52.2238294886,6a,5411.45791573,32.0184412754,748939.965507507,5411.45791573175
352,E02000376,Hammersmith and Fulham 005,15.3403584759,10.9639057771,44.7619508096,5,3783.80329461,22.4669967319,409910.849708557,3783.80329461041
353,E02000377,Hammersmith and Fulham 006,12.3441661737,6.36539313696,18.6701427242,3,3931.85740649,12.5239767875,443538.326812744,3931.85740648935
354,E02000378,Hammersmith and Fulham 007,34.6970069749,11.0316385782,49.3645481177,6a,3144.92515428,33.536197789,294414.265655518,3144.92515427623
355,E02000379,Hammersmith and Fulham 008,11.0196085964,3.19310264667,18.3019014389,3,5391.81116599,11.1091493589,678755.651138306,5391.81116598736
356,E02000380,Hammersmith and Fulham 009,18.6789114981,6.694852775,32.7597919359,4,3697.43800533,19.2440201116,352451.586074829,3697.43800532617
357,E02000381,Hammersmith and Fulham 010,24.4606839586,3.11411399281,43.7214163277,5,4492.54877078,23.9976064826,553175.170982361,4492.54877077879
358,E02000382,Hammersmith and Fulham 011,16.5607024608,4.54711433762,30.7027473755,4,5165.05145626,15.8832473159,679550.744438171,5165.05145626363
359,E02000383,Hammersmith and Fulham 012,26.0731933619,9.30802256287,43.1712041836,6a,3916.29133088,25.7450367961,600335.887763977,3916.29133087523
360,E02000384,Hammersmith and Fulham 013,36.7052916094,2.94637620325,53.4418128489,6a,5387.30530779,35.5931626629,837603.634910583,5387.30530778997
361,E02000385,Hammersmith and Fulham 014,22.2637529751,12.4105163378,33.0340112429,5,6246.64440361,22.3477380047,399614.991363525,6246.64440361154
362,E02000386,Hammersmith and Fulham 015,21.2173467218,16.8675988879,36.3592788969,5,4771.39318665,22.7868824385,437504.772651672,4771.39318664519
363,E02000387,Hammersmith and Fulham 016,19.9342023425,8.96750055172,28.3666098691,4,4478.54672377,17.8361206144,407865.754249573,4478.54672376794
364,E02000388,Hammersmith and Fulham 017,20.0759084301,6.37734450382,37.7620222094,5,3641.99301526,21.2125114535,531664.47227478,3641.9930152625
365,E02000389,Hammersmith and Fulham 018,9.55561487551,5.12648903802,39.0943172718,3,5878.16485875,12.6596403424,801893.011611938,5878.16485875001
